os_codigo,no_jgc,canal,tipo,contato_hash,ts,grupo
OS-2026-0457,n4,email,delivered,3ecec511a2ebbbf583f834364ff171476fc2df6c1f06d26da4ace3b69ed599b0,2026-08-03T12:00:00+00:00,
OS-2026-0457,n4,email,delivered,b3a7273de860a4cf7d56f6d5321f7a899e5f06e62d40e2b0f28f2cd4f0d52b7c,2026-08-03T12:00:00+00:00,
OS-2026-0457,n4,email,delivered,aa2e61b18b15779acafb295c761604ffb8057599d94dc56a20ea2b2242dedde5,2026-08-03T12:00:00+00:00,
OS-2026-0457,n4,email,delivered,709f31d9e3c6f141c7df84e271fcd34d5c6a107f3e76d4e7f93434ab563123bd,2026-08-03T12:00:00+00:00,
OS-2026-0457,n4,email,delivered,5f2f40d5066ea8c252793988578753266e12d6351fab0bb483765f64c24c50f8,2026-08-03T12:00:00+00:00,
OS-2026-0457,n4,email,delivered,7b552c814999ef644cac36d55e3bd8744f9081af2b1aa2cf01b926cd908e1449,2026-08-03T12:00:00+00:00,
OS-2026-0457,n4,email,delivered,365b90bcbf3d40ecdd84d133f59ec707b3a9d74b35ae77948f2e87c45b614bbc,2026-08-03T12:00:00+00:00,
OS-2026-0457,n4,email,delivered,daf5ee40c29817cf0cf244dd0ec8f75f77f3bcd99e29f73b9a3f8511afdba357,2026-08-03T12:00:00+00:00,
OS-2026-0457,n4,email,delivered,da6dd7a7753139cdf0c6d0b63929ec35d763f8b6c0b66a8450b808a2f9d7de72,2026-08-03T12:00:00+00:00,
OS-2026-0457,n4,email,delivered,d0d5de58a605e0b27a36abb4d37bc7edbcf57530ea014c3ba81fb55ca71e1530,2026-08-03T12:00:00+00:00,
OS-2026-0457,n4,email,delivered,6032dbc90a573f35382ffffe9c700b1d0d1b798883e362964dab26c3f9149ce4,2026-08-03T12:00:00+00:00,
OS-2026-0457,n4,email,delivered,4532f7f0d949ea73323ef8fbaa6f9d0bd91aa9b1d6d14a18afbd07c1b7879c23,2026-08-03T12:00:00+00:00,
OS-2026-0457,n4,email,delivered,9893f3d4e2c55efdabe02cda74027533ce2e7a675683025881c663604af69de1,2026-08-03T12:00:00+00:00,
OS-2026-0457,n4,email,delivered,aa311760732fb0941b18c0362867507eb4be9114964b2c05253cd989d959ee2c,2026-08-03T12:00:00+00:00,
OS-2026-0457,n4,email,delivered,b64e0d672378e8f7907a0e3bb1d0691f8d13a9293ac7cf0ff5462530286871a9,2026-08-03T12:00:00+00:00,
OS-2026-0457,n4,email,delivered,a35a387993e0f7904611e1bbda41133d0170523861e8f482ecabebbe20d15246,2026-08-03T12:00:00+00:00,
OS-2026-0457,n4,email,delivered,32bde3a85204c9c99cd4d789603b11ec62bae2bbcf9f37eb36e39057859aeead,2026-08-03T12:00:00+00:00,
OS-2026-0457,n4,email,delivered,ffed39087d7f0d93a3d7e6d449ee18304674351f3ab1444381d12aa8ebb507dd,2026-08-03T12:00:00+00:00,
OS-2026-0457,n4,email,bounce,bf4c29c3017b9158c66b91c928782b2b54b91df0cfb3eb548b3dab2c44975560,2026-08-03T12:00:00+00:00,
OS-2026-0457,n4,email,conversion,bf4c29c3017b9158c66b91c928782b2b54b91df0cfb3eb548b3dab2c44975560,2026-08-03T12:00:00+00:00,tratado
OS-2026-0457,n4,email,conversion,1c33ac3d8e84cb8a3b4946a618bd3792e1232ea3de5369f426eb76058d504be7,2026-08-03T12:00:00+00:00,tratado
OS-2026-0457,n4,email,conversion,1c042b31614e3c60b252fe84f7d2fbc0e4867466889961467df956ea01462ccf,2026-08-03T12:00:00+00:00,tratado
OS-2026-0457,n4,email,conversion,c221cef3121ad87886998899511ff75ff71c62e11f2b7011bc2204bd9ab70a92,2026-08-03T12:00:00+00:00,tratado
OS-2026-0457,n4,email,conversion,4895f49cb194174957f72fb0f5e82e7b89cdb7b67006d6e6a050680181617495,2026-08-03T12:00:00+00:00,tratado
OS-2026-0457,n4,email,conversion,eaee7001f7ae0084c11037a42087fb6809eb5614e1f0d5101b8f01d19f5eec91,2026-08-03T12:00:00+00:00,tratado
OS-2026-0457,n4,email,conversion,f7eb2111a5aa0905c1926724a26b2d680a13a30905f38165ff43660297182223,2026-08-03T12:00:00+00:00,holdout
OS-2026-0457,n4,email,conversion,0915f0aff81f283878db4012fb2fea61ec6994a10cfddc8ea40ea312aba1c04e,2026-08-03T12:00:00+00:00,holdout
